based_in:,member for:,company_name:,rating:,reports:
"Gravesend, Kent",2 years,ASH Plumbing & Heating,10,78
"South Croydon, Surrey",9 years,Ashborne Day Building Contractors,9.83,43
"Leatherhead, Surrey",3 years,Ashbourne Electrical Ltd,9.97,81
"Aldershot, Surrey",4 years,Ashbridge Fencing & Landscaping,9.91,208
"Aylesbury, Buckinghamshire",3 years,Ashbrook Fencing Contractors,9.84,151
"Sunderland, Tyne and Wear",1 year,Ashbrooke Tree Services & Landscape Gardeners,9.95,72
"Sittingbourne, Kent",Less than a year,Ashcan Solutions Ltd,9.86,14
"Kingston upon Thames, Greater London",4 years,Ashcourt Builders Ltd,9.81,38
"Shepperton, Middlesex",Less than a year,Ashdene Roofing and Guttering Services,9.84,300
"Swindon, Wiltshire",4 years,Ashdown Bathrooms & Kitchens Ltd,9.98,62
"Uckfield, East Sussex",1 year,Ashdown Carpentry & Building,9.86,11
"Haywards Heath, East Sussex",6 years,Ashdown Roofing,9.75,116
"Ashford, Kent",3 years,Ashford Cleaning Services Ltd,9.91,142
"Ashford, Kent",5 years,Ashford Home Energy Solutions Ltd,9.93,118
"Telford, Shropshire",1 year,Ashford Plumbing Limited,9.88,32
"Ashford, Kent",3 years,Ashford Solutions Group,9.77,65
"Birmingham, West Midlands",2 years,Ashforth Electrical Services,9.95,139
"Bristol, Somerset",Less than a year,Ashgrove Carpentry,0,1
"Sheffield, South Yorkshire",3 years,Ashland Builders,10,9
"Poole, Dorset",2 years,Ashland Builders,9.94,24
"Rochester, Kent",2 years,Ashlee Electrical,9.94,91
"Gerrards Cross, Buckinghamshire",Less than a year,Ashleigh Contractors,9.99,19
"Southampton, Hampshire",1 year,Ashley & Green Ltd,9.99,29
"Poole, Dorset",5 years,Ashley Blinds & Curtains,9.85,1002
"Emsworth, Hampshire",10 years,Ashley Electricians,9.97,228
"Walton On Thames, Surrey",7 years,Ashley Flooring Ltd,9.67,179
"Wimborne, Dorset",Less than a year,Ashley Home Improvements Limited,9.53,8
"Guildford, Surrey",7 years,Ashley Rees Decorating & Property Maintenance,9.69,150
"Beckenham, Kent",Less than a year,Ashley Roofing Contractors Ltd,9.79,7
"Bournemouth, Dorset",1 year,Ashley Smith Exterior Design,9.97,66
"Thatcham, Berkshire",7 years,Ashley Smith Painting & Decorating,9.93,47
"New Milton, Hampshire",5 years,Ashley Tree Surgeons,9.73,66
"Bognor Regis, West Sussex",11 years,Ashling Decorators,9.95,70
"Wimborne, Dorset",2 years,Ashmore Plumbing and Heating,9.87,68
"Bracknell, Berkshire",4 years,Ashrose Plumbing And Heating Ltd,9.97,113
"Bristol, Somerset",3 years,Ashton And Southville Plastering and Damp Proofing,9.69,116
"Bury St. Edmunds, Suffolk",3 years,Ashtree Property Improvements Ltd,9.86,71
"Verwood, Dorset",1 year,Ashtricks Plastering and Drylining Ltd,9.45,23
"Southampton, Hampshire",5 years,Ashurst Fencing,9.81,228
"Tadworth, Surrey",2 years,Ashurst Plumbing And Heating,9.93,84
"Southampton, Hampshire",3 years,Ashurst Property Services,9.93,389
"Salisbury, Wiltshire",12 years,Ashwood Carpets,9.83,170
"Leigh on Sea, Essex",3 years,Ashwood Contracts Ltd,9.68,48
"Aldershot, Hampshire",9 years,Ashwood Group Ltd,9.91,897
"Westbury, Wiltshire",1 year,Ashwood Home Improvements,9.84,23
"Nottingham, Nottinghamshire",1 year,Ashwood Plumbing & Gas Services Ltd,9.91,23
"Northwood, Greater London",4 years,Ashwood Tree Care,9.9,263
South Croydon,4 years,Ashwood Tree Care,9.87,204
"Blandford Forum, Dorset",6 years,Ashworth Decor,9.87,200
"Bexleyheath, Kent",Less than a year,ASI Electrical Services Ltd,9.96,39
"Hook, Hampshire",3 years,Ask 4 Construction Ltd,9.9,30
"Newcastle upon Tyne, Tyne and Wear",1 year,Ask Electrical NE,9.93,77
"Poole, Dorset",1 year,ASK Tree Surgeons,9.94,60
Doncaster,1 year,Askern Plumbing And Heating,9.95,160
"Brighton, East Sussex",11 years,Askew & Sons Painters & Decorators,9.92,125
"Crawley, West Sussex",Less than a year,ASL Carpentry & Construction Ltd,9.98,72
"Guildford, Surrey",6 years,ASL Limited (Aldershot),9.88,20
"Bracknell, Berkshire",6 years,ASL Limited (Bracknell),9.72,23
"Guildford, Surrey",6 years,ASL Limited (Guildford),9.55,43
"Guildford (head Office), Surrey",17 years,ASL Ltd,9.78,156
"Petersfield, Hampshire",6 years,ASL Ltd (Petersfield),9.87,27
"Guildford, Surrey",6 years,ASL Ltd (Tadworth),9.9,16
"St. Leonards-on-Sea, East Sussex",5 years,Asletts Ltd,9.96,91
"Edenbridge, Kent",4 years,ASM Electric Cooker Repairs Ltd,9.95,237
"Hove, East Sussex",4 years,ASM Electric Cooker Repairs Ltd,9.91,650
"Taunton, Somerset",4 years,ASM Electrical Taunton,9.9,114
"Morden, Surrey",Less than a year,ASM Property Maintenance Ltd,9.68,30
"Abingdon, Oxfordshire",4 years,Asnew Upholstery Services Ltd,9.9,279
"Chelmsford, Essex",Less than a year,A-Source Plumbing Ltd,9.85,23
"Ramsgate, Kent",1 year,ASP Plastering,9.88,14
"Slough, Berkshire",Less than a year,Aspec Building & Decorating,9.88,13
"Jersey, Channel Isles",Less than a year,Aspect Blinds & Shutters,9.79,7
"Cambridge, Cambridgeshire",5 years,Aspect Decorating,9.94,102
"Chichester, West Sussex",7 years,Aspect Electrical Contractors Ltd,9.75,143
"Stockton-on-Tees, Durham",Less than a year,Aspect Heating & Plumbing Services,9.9,22
"Reading, Berkshire",1 year,Aspect Heating and Plumbing,9.87,64
"Eastleigh, Hampshire",Less than a year,Aspect Home Improvements South Ltd,9.93,43
"Wimborne, Dorset",3 years,Aspect Plastering,9.87,214
Middlesbrough,1 year,Aspect Plastering & Building Services,9.82,15
"Maidstone, Kent",Less than a year,Aspect Plastering Kent,9.58,6
"Walsall, West Midlands",2 years,Aspects Quality Services Ltd,9.81,100
"Farnborough, Hampshire",3 years,Aspen Buildscape,9.93,47
"Pyrford, Surrey",8 years,Aspen Flooring Ltd,9.92,88
"Eastleigh, Hampshire",1 year,Aspen Plumbing and Heating Ltd,9.97,27
Waterlooville,2 years,Aspen Property Services,9.63,30
"East Grinstead, West Sussex",Less than a year,Aspen Row Ltd,9.94,26
South Croydon,7 years,Aspers Plastering,9.4,87
"Dartford, Kent",Less than a year,Aspie Plumbing & Heating,9.75,6
Whitstable,1 year,Aspire Building & Roofing,9.61,11
"Southampton, Hampshire",8 years,Aspire Building and Construction Limited,9.85,120
"Southampton, Hampshire",5 years,Aspire Decorating Services,9.96,87
"Christchurch, Dorset",3 years,Aspire Electrical,9.92,105
"Gateshead, Tyne and Wear",1 year,Aspire Gas Solutions,9.49,28
"Ferndown, Dorset",2 years,Aspire Homeclean,9.83,94
"Christchurch, Dorset",1 year,Aspire Property Services,10,17
"Emsworth, Hampshire",4 years,Aspire Roofing Limited,9.78,64
"Fareham, Hampshire",7 years,Aspire Services,9.93,134
"Belvedere, Kent",Less than a year,Aspire Stone Cleaning and Restoration Ltd,9.53,8
Edinburgh,Less than a year,Aspire Trade Services Ltd,9.81,32
"Sunbury-on-Thames, Surrey",9 years,Aspire2Build,9.61,95
"Hitchin, Hertfordshire",Less than a year,Aspire-Environmental,9.87,20
"Wallingford, Oxfordshire",Less than a year,Assana Ltd,9.65,5
Uxbridge,6 years,Asset Lofts,9.52,39
"Brighton, East Sussex",1 year,Asset Protect Solutions Ltd,9.96,19
"Kettering, Northamptonshire",3 years,Assett Plumbing,9.86,185
Isleworth,2 years,Assist Locks,9.95,46
"Hull, North Humberside",Less than a year,Associated Domestic Services,9.58,6
"Leicester, Leicestershire",1 year,Associated Stairlifts Ltd,9.97,10
"Bristol, Somerset",4 years,Associated Windows,9.83,565
"London, Greater London",Less than a year,Assure Cleaning Services Ltd,9.61,18
"Southampton, Hampshire",9 years,Assure Electrical Ltd,9.91,182
"Manchester, Greater Manchester",1 year,Assured Building Solutions,9.78,20
"Wickford, Essex",Less than a year,Assured CCTV Ltd,9.96,29
"Chipping Norton, Oxfordshire",Less than a year,Assured Drainage,10,11
"Woking, Surrey",8 years,Assured Electrical,9.92,234
"Stoke-on-Trent, Staffordshire",Less than a year,Assured Electrical (Installation & Testing) LTD,9.93,17
"Chigwell, Essex",4 years,Assured Fireplace & Stove Installations,9.9,43
"Raynes Park, London",6 years,Assured Glass Ltd,9.68,322
"Chelmsford, Essex",5 years,Assured Heating Essex Limited,9.91,597
"Liverpool, Merseyside",1 year,Assured Heating Solutions Ltd,9.91,51
"Horley, Surrey",4 years,Assured Landscapes Ltd,9.91,120
"Dartford, Kent",Less than a year,Assured Painting Services,9.88,16
"Reading, Berkshire",1 year,Assured Plumbing and Heating,9.9,15
"Maidstone, Kent",Less than a year,Assured Plumbing And Heating Solutions Ltd,9.94,59
"Leatherhead, Surrey",5 years,Assured Roofcare,9.99,154
Horsham,1 year,Assured Roofing & Guttering,9.82,25
"Crawley, West Sussex",6 years,AST Plastering,9.99,179
"Camberley, Surrey",4 years,AST Plumbing Limited,9.89,30
"Southampton, Hampshire",1 year,AST Removals,9.98,91
"Herne Bay, Kent",3 years,Asta Movers,9.99,175
"Horley, Surrey",1 year,A-Star Plumbing and Heating (Surrey) Ltd,10,7
"Fleet, Hampshire",6 years,Astek Home Improvements,9.87,234
"Solihull, West Midlands",2 years,Asterisk Maintenance,9.66,35
"Leicester, Leicestershire",1 year,Astley Building Services (ABS) Ltd,9.75,7
"Richmond, Greater London",10 years,Aston Cord Ltd,9.71,623
Orpington,3 years,Aston Garages Ltd,9.93,50
"Rotherham, South Yorkshire",2 years,Aston Roofing,9.77,56
"Havant, Hampshire",13 years,Aston Roofing,9.84,476
"Eastbourne, East Sussex",2 years,Aston Roofing,9.99,39
"Croydon, Greater London",4 years,Astra Aerials,9.91,461
"Harlow, Essex",Less than a year,Astra Building Service,9.92,19
"Chichester, West Sussex",18 years,Astra Clean,9.95,555
"Merthyr Tydfil, Mid Glamorgan",2 years,Astra Construction & Loft Conversions,9.6,20
"Dagenham, Greater London",3 years,Astral Chimney Sweep Service,9.95,177
"Hook, Hampshire",5 years,Astral PMS Ltd,9.94,225
"Sutton, Greater London",9 years,Astral Security Windows Limited,9.48,752
"Llanelli, Dyfed",Less than a year,Astro Building Services (Wales) Ltd,9.5,6
"Thornton Heath, Surrey",7 years,Astronic Ltd,9.8,592
"Morden, Greater London",3 years,Astute Propertys Ltd,9.89,156
"Southampton, Hampshire",7 years,ASW Electrical,9.84,320
"Eastleigh, Hants",7 years,AT Ceramics Ltd,9.89,215
"Gillingham, Kent",Less than a year,At Herbert & Co.,9.36,10
"Basildon, Essex",Less than a year,AT Plastering Services,9.88,16
"York, North Yorkshire",1 year,AT Plumbing and Heating Ltd,9.88,26
"Poole, Dorset",8 years,At Your Service,9.96,265
"Torquay, Devon",3 years,ATB Gutter Cleaning,9.98,178
"Crowborough, East Sussex",2 years,ATC Electrical Services,9.89,121
"Trimdon Station, Durham",2 years,ATC Plastics Windows / Doors / Conservatories,9.96,95
"Rainham, Essex",Less than a year,ATCL Property Services Ltd,9.9,5
"Newhaven, East Sussex",4 years,ATD Carpentry & Renovations,9.85,56
"Aldershot, Surrey",5 years,ATD Construction,9.91,91
"Bradford, West Yorkshire",Less than a year,ATD Joinery & Home Improvements,10,7
"Slough, Berkshire",1 year,ATD Structures,9.68,14
"Hounslow, Middlesex",2 years,A-Team Builders,9.33,34
Chessington,2 years,A-Team Cleaners,9.96,35
"Tiverton, Devon",Less than a year,ATG Building Services,9.63,6
"Bromley, Kent",Less than a year,ATG Building Services Ltd,9.8,9
"Colchester, Essex",Less than a year,Athena Air Ltd,9.95,5
"Sidcup, Greater London",3 years,ATI Building Services,9.64,86
"Portsmouth, Hampshire",2 years,Atkins & Winkles Construction Ltd,9.95,67
"Basildon, Essex",2 years,Atkins Home Improvements,9.88,23
"Milton Keynes, Buckinghamshire",Less than a year,Atkins Home Improvements,9.75,4
"London, Greater London",Less than a year,Atkins Sash Window Restoration,9.97,10
"Reading, Berkshire",3 years,Atkinson & Son's Roofing & Leadwork,9.97,157
"Stockton-on-Tees, Durham",Less than a year,Atkinson Build,0,1
"Haywards Heath, West Sussex",2 years,Atkinson Plumbing and Heating,9.94,225
"Guildford, Surrey",6 years,Atkinson Property Maintenance Ltd,9.78,27
"Upminster, Essex",1 year,Atlant Building Ltd,9.4,5
"Bideford, Devon",2 years,Atlantic Highway Groundworks Ltd,9.93,28
"Altrincham, Cheshire",Less than a year,Atlantic Renewables Ltd,9.7,11
"Northwich, Cheshire",Less than a year,Atlantis Damp Proofing & Timber Specialists Ltd,9.69,16
"Waterlooville, Hampshire",10 years,Atlantis Plumbing & Heating Ltd,9.93,33
"Brighton, East Sussex",Less than a year,Atlas Construction Solutions,9.85,5
Hornchurch,3 years,Atlas Electrical,9.92,97
"Coulsdon, Greater London",4 years,Atlas Glass & Glazing,9.84,93
"Portsmouth, Hampshire",1 year,Atlas Groundwork & Building Solutions,9.78,29
"Washington, Tyne and Wear",2 years,ATM & Son Landscaping & Paving,9.81,48
"Ashford, Kent",1 year,ATM Groundworks Ltd,9.84,8
"Sheffield, South Yorkshire",Less than a year,Atom Electrical Services Limited,9.86,19
"Reading, Berkshire",1 year,Atom Plastering Services,9.89,21
"Nottingham, Nottinghamshire",Less than a year,Atom Tool Hire Limited,10,9
"Epsom, Surrey",5 years,ATP Building Services,9.68,82
"Bracknell, Berkshire",6 years,ATP Plumbing & Heating,9.81,215
"Reading, Berkshire",Less than a year,ATR Decor,9.63,6
"Bracknell, Berkshire",4 years,ATR Removals,9.82,183
"East Grinstead, West Sussex",7 years,Atrium Building and Landscaping,9.92,90
"London, Greater London",1 year,ATS Contractor Solution Ltd,9.46,12
"Bognor Regis, West Sussex",Less than a year,ATS Electrical Services & General Building,9.87,13
"Canterbury, Kent",3 years,Atscan,9.91,65
"Midhurst, West Sussex",6 years,Attention To Detail Property Renovation,9.92,119
"Feltham, Middlesex",1 year,Atterton Building Services Ltd,9.65,5
"Farnborough, Hampshire",4 years,Attfield Aerials,9.99,363
"Eastleigh, Hampshire",1 year,Attic Rooms Ltd,9.92,45
"Hailsham, East Sussex",Less than a year,Attractive Home,9.96,6
"Lancing, West Sussex",6 years,Attwater Home Improvements,9.89,169
"Horndean, Hampshire",10 years,ATV Services,9.95,186
"Andover, Hampshire",4 years,Atwood Electrical Limited,9.93,105
Kingston upon Thames,6 years,Audio Design,9.96,80
"Christchurch, Dorset",5 years,Audio Visual Installation Limited,9.99,181
"Stourbridge, West Midlands",3 years,Audnam Building Contractors,9.64,33
"Cannock, Staffordshire",Less than a year,Auger Contracts Ltd,9.85,5
"Havant, Hampshire",9 years,Aura Gas Ltd,9.84,884
"Reigate, Surrey",1 year,Aura Plumbing and Renovation,9.88,79
London,Less than a year,Aura Renovation Ltd,9.49,23
"London, Greater London",Less than a year,Aureus Tree Services Ltd,9.85,80
"Epsom, Surrey",1 year,Auriol Electrical,9.88,31
London,3 years,Aurora Building & Maintenance Solutions Ltd,9.99,101
"Doncaster, South Yorkshire",Less than a year,Aurora Electrical (Doncaster) Ltd,9.89,11
"Borehamwood, Hertfordshire",Less than a year,Aurora Electrical Service,9.93,27
London,2 years,Austin Building Ltd,9.9,61
London,1 year,Austin Landscape & Gardening Ltd,9.86,20
"Maldon, Essex",Less than a year,Austin Plumbing Services,9.85,5
London,1 year,Austin Security Services,9.88,28
"Horsham, West Sussex",13 years,Austins Aerial & Satellite Signal Services,9.86,1293
"Fareham, Hampshire",9 years,Authorn Ltd,9.87,181
"Verwood, Dorset",5 years,Auto Magic Car Valeting,9.92,241
"Bookham, Surrey",7 years,Auto Mobile Valet Ltd,9.89,151
"London, Greater London",Less than a year,Auto Re Finish,9.98,12
"Littlehampton, West Sussex",Less than a year,Auto Repairs & Recovery,10,6
"Southampton, Hampshire",4 years,Auto Solutions GR Ltd,9.79,60
London,2 years,Autobahn London Ltd,9.92,34
"Hyde Heath, Buckinghamshire",Less than a year,Autobarn,9.97,38
"Waterlooville, Hampshire",2 years,Autobarn Motor Services Ltd,9.96,246
"Brighton, East Sussex",2 years,Auto-Bodycare Service Centre Limited,9.94,234
"Bournemouth, Dorset",3 years,Autobot Mobile Mechanic,9.86,315
"Stourbridge, West Midlands",Less than a year,Autoguard Alarms Ltd,9.88,14
"Bath, Avon",Less than a year,Automated Control Systems,9.88,6
"Littlehampton, West Sussex",4 years,Automobile Services,9.88,74
"Horley, Surrey",3 years,Auto-Mobile Smart Repairs,9.91,388
"Horsham, West Sussex",3 years,Automotive Mobile Repairs Limited,9.91,183
"Rustington, West Sussex",5 years,Autopics Garage Services,9.96,118
"Solihull, West Midlands",Less than a year,Autoscratch,10,16
"Brighton, East Sussex",7 years,"Autoscreen, Sussex Windscreens",9.8,264
"Harrow, Middlesex",1 year,AUTOSTARTUK,9.94,68
"Bilston, West Midlands",1 year,Autotrust Centre Ltd,9.52,15
"Eastleigh, Hampshire",2 years,Autumn Electrical Services Limited,9.91,119
"Wokingham, Berkshire",8 years,Autumn Home Improvements,9.84,298
"Southampton, Hampshire",1 year,Autumn Leaf Garden Works,9.97,31
"Poole, Dorset",3 years,Autumn Repairs,9.95,251
"Hayes, Middlesex",1 year,AV Construction Ltd,8.44,7
"Gravesend, Kent",Less than a year,AV Decorators,9.75,14
"Crowborough, East Sussex",1 year,AV Fencing and Gates,9.85,23
"Horsham, West Sussex",1 year,AV&E,9.96,28
"Hayes, Greater London",3 years,Ava Constructions & Decors Ltd,9.92,13
"Maidstone, Kent",1 year,Ava Grab,9.82,20
"Carshalton, Surrey",5 years,AVA Property Services,9.93,96
"Haywards Heath, West Sussex",Less than a year,Ava Solutions,0,1
"Basingstoke, Hampshire",1 year,Avalon Building Services Ltd,9.89,14
"Ringwood, Hampshire",6 years,Avalon Decor Property Maintenance,9.89,161
"Bolton, Lancashire",3 years,Avalon Electrical LTD,9.83,77
London,2 years,Avalon Kitchen and Bedroom Designs Ltd,9.86,31
"Fleet, Hampshire",6 years,Avalon Roofing Ltd,9.88,119
"Isleworth, Middlesex",9 years,Avant Garde Damp Solutions Ltd,9.8,186
"Romford, Essex",Less than a year,Avelon  Paving,9.69,31
"Oxford, Oxfordshire",1 year,Avenge Pest Control,9.78,29
"Portsmouth, Hampshire",1 year,Avenue Carpentry Ltd,9.99,82
"Westcliff-on-Sea, Essex",1 year,Avenue Paving,9.92,29
"West Molesey, Surrey",4 years,Avenue Tree Surgeons,9.97,312
"Bournemouth, Dorset",8 years,Averill Home Improvements,9.78,74
"Birmingham, West Midlands",Less than a year,Avery Plumbing and Heating,9.94,20
London,1 year,Avery-Pullen Scaffolding,9.89,57
"Sutton, Surrey",4 years,AVH Construction,9.88,57
"Seaford, East Sussex",3 years,Aviemore Landscapes,9.81,33
"Ashford, Surrey",2 years,AVN Productions,9.92,227
"Exmouth, Devon",Less than a year,Avocet Heron Ltd,9.69,16
"Ross-on-Wye, Herefordshire",4 years,Avolution Cleaning Services,9.87,80
"Christchurch, Dorset",3 years,Avon Drain Services,9.9,36
"Fordingbridge, Hampshire",4 years,Avon Drainage Services Ltd,9.68,46
"Christchurch, Dorset",6 years,Avon Exteriors,9.89,238
"Bristol, Avon",4 years,Avon Hardwood Flooring Ltd,9.89,42
"Bristol, Somerset",1 year,Avon Imperial Building Contractors Ltd,9.75,9
"Ringwood, Hampshire",1 year,Avon Joinery,9.88,24
"Hinckley, Leicestershire",1 year,Avon Roofing & Guttering,9.88,88
Greenford,3 years,Avon Ruby UK Ltd,9.16,54
"South Croydon, Surrey",Less than a year,Avondale Express Removals,9.88,26
"Oldham, Lancashire",Less than a year,Avonleigh Homes & Gardens,9.83,6
"Liphook, Hampshire",8 years,AW Ball Plumbing & Heating Engineers,9.84,135
"Christchurch, Dorset",1 year,AW Building,9.87,21
"Harlow, Essex",Less than a year,AW Building Services,9.26,33
"Cambridge, Cambridgeshire",2 years,AW Carpentry & Building Services Ltd,9.79,49
"Wigan, Greater Manchester",Less than a year,AW Roofing (North West) Ltd,9.96,6
"Swansea, Abertawe",3 years,Award Building,9.88,37
"Whitstable, Kent",1 year,Award Heating and Plumbing Services,9.83,29
"Buckhurst Hill, Essex",3 years,Away With It,9.75,165
"Romsey, Hampshire",7 years,Awbridge Arborists,9.91,350
"Brighton, East Sussex",1 year,AWC Contractors Ltd,9.96,48
"Oldham, Lancashire",Less than a year,AWC Windows & Home Improvements,9.6,5
"Farnborough, Hampshire",Less than a year,AWDP Decorators,9.53,10
Saffron Walden,1 year,Awesome Gardens & Landscapes,9.88,17
"Wokingham, Berkshire",Less than a year,AWGS Fencing,9.89,24
"Chichester, West Sussex",Less than a year,AWJ Roofing,9.78,38
"Portsmouth, Hampshire",1 year,AWL Carpentry & Developments Ltd,9.92,18
"Barnstaple, Devon",2 years,Awlwood Joinery (North Devon) Ltd,9.96,42
"Southampton, Hampshire",1 year,Awningsouth Ltd,9.85,42
"Gosport, Hampshire",6 years,AWOLLA,10,356
"Bath, Somerset",3 years,AWP Electrical & Son Limited,9.96,183
"Hatfield, Hertfordshire",1 year,"AWP Plumbing, Heating and Gas",9.82,29
"Solihull, West Midlands",Less than a year,AWP Power Flushing & Heating Ltd,9.96,21
"Gosport, Hampshire",7 years,AWS Cleaning Services Ltd,9.81,19
"Horsham, West Sussex",1 year,AWS Home Improvements,9.78,17
"Brighton, East Sussex",9 years,Awsons Sussex Conservation,9.8,113
"Hastings, East Sussex",2 years,Axiom Decorating,9.93,61
"Southampton, Hampshire",3 years,Axis Fire And Security Services Ltd,9.9,84
"Oxford, Oxfordshire",Less than a year,Axtell Electrical,9.84,25
"Ashford, Surrey",7 years,Axten Plumbing & Heating,9.98,71
Chessington,2 years,AXV Paving & Patios,9.95,48
"Camberley, Surrey",1 year,Axxess 28 Ltd,10,18
"Deeside, Flintshire",2 years,AY Rooflines,9.8,33
"Newton Aycliffe, Durham",4 years,Aycliffe Cleaning Services,9.8,181
"Ely, Cambridgeshire",1 year,Ayers Tree Services Ltd,9.93,34
"Aylesbury, Buckinghamshire",1 year,Aylesbury's Carpentry & Handyman Services,9.61,30
"Aldershot, Hampshire",4 years,Ayling & Sons Roofing Ltd,9.84,163
"Aldershot, Hampshire",2 years,Ayling Prestige Renovations Ltd,9.88,20
"Norwich, Norfolk",2 years,Aylsham Wood Flooring,9.69,22
"Gosport, Hampshire",3 years,Aylward Electrical Services,9.94,131
"Horsham, West Sussex",8 years,Ayres & Son Southern Ltd,9.91,136
Sutton,4 years,Ayris Plastering & Decorating Services,9.91,199
"Kilmarnock, Ayrshire",Less than a year,Ayrshire Drainage Solutions,10,2
"Horley, Surrey",4 years,AZ Fencing & Gates,9.96,379
"North Shields, Tyne and Wear",2 years,A-Z Moving & Storage Ltd,9.64,74
London,1 year,A-Z Plumbing Contractors Ltd,9.83,58
"Blandford Forum, Dorset",Less than a year,Azar Painters & Decorators,9.86,9
"Sidcup, Kent",1 year,Azimuth Aerials & Satellite Systems,9.81,48
"Woking, Surrey",3 years,A-Z-Roofing,9.9,65
"Tunbridge Wells, Kent",1 year,Aztec Carpets & Flooring,9.83,28
"Rochester, Kent",Less than a year,Aztec Electrical Solutions Ltd,9.99,18
"Southampton, Hampshire",9 years,Aztec Fascias Ltd,9.89,312
"Romsey, Hampshire",4 years,Aztec Fencing Limited,9.8,86
"Consett, County Durham",3 years,Aztec Interiors,9.69,33
"Milton Keynes, Buckinghamshire",1 year,Aztec Paving & Landscaping,9.85,22
"New Malden, Surrey",6 years,Aztec Plastering and Decorating Services,9.95,97
Sevenoaks,2 years,Aztech Tree Services,9.86,72
"Witney, Oxfordshire",2 years,Azura Networks,9.9,60
"Truro, Cornwall",3 years,Azure Heating & Plumbing Ltd,9.69,222
"Surbiton, Greater London",10 years,Azure PH Ltd,9.86,27
"Havant, Hampshire",2 years,Azzara Ltd,9.98,36
"Walsall, West Midlands",1 year,Azzas Roofing,9.83,41
